0.09217866	-0.01780344	-0.01635354	0.057075206	0.058326833	0.052037563	-0.03858395	0.042508893	0.008786054	0.030274699	-0.058652002	0.012268136	0.037132356	0.068330444	0.044631377	-0.081320725
0.05773898	0.009798178	0.015031782	0.121381	0.06334105	0.04089333	-0.02299552	-0.02365865	0.009024334	0.08607168	-0.030507574	0.0070799575	-0.025257433	0.01097472	0.06891672	0.013617657
0.04880784	-0.030322568	-0.04213538	0.14257474	0.05241006	0.027782427	-0.01088088	-0.05032559	-0.07067874	0.06458295	0.0092052715	-0.0031643002	0.03292877	0.057551008	0.062131673	-0.01987413
0.05654588	0.022383897	-0.018990641	0.11249626	0.09699297	0.004587583	-0.038449913	-0.0027592597	0.060069043	0.023134038	0.025826816	0.0072408235	0.04672442	0.099974	0.117265694	-0.021513943
0.08339776	0.006676879	0.033451855	0.062068675	0.089276515	-0.00096135907	-0.03117815	-0.0652011	0.001384933	-0.013132728	0.025900397	0.0075258403	0.032178897	0.13366131	0.02926733	-0.08557399
0.042425085	0.01764938	0.025638044	0.06258453	0.112526245	0.0073511302	-0.012537089	-0.0012208616	-0.04120629	0.07135027	0.0009930546	0.008121935	-0.015994923	0.111723684	0.002607688	0.04350976
0.09765748	0.01164021	0.008715319	0.14023608	0.043571442	0.03393488	-0.027994683	0.0063646254	-0.022087129	-0.0076187677	-0.010841563	0.025402255	-0.009355976	0.052157514	0.05045809	-0.046873447
0.056548	-0.00041034064	-0.03552641	0.042944394	0.06417389	0.0019924268	-0.01346808	0.04864646	-0.019151077	0.07007753	-0.04376536	-0.0142108295	-0.023952484	0.045102917	0.021429745	-0.053309888
0.026113017	0.054086484	-0.019811021	0.13044274	0.04020542	0.013925251	-0.005924107	-0.037300117	0.0125746	0.057802144	0.0035559703	0.029632883	-0.0079824645	0.030476185	0.102805726	-0.110051446
0.1147222	0.026353994	-0.07093489	0.080735154	0.04233843	0.08615158	-0.11256273	-0.056640442	-0.0069063534	0.04319133	0.0055966345	0.04836309	-0.037022125	0.034159757	0.027640535	-0.024596753
0.044390876	0.029157937	-0.019796941	0.14083378	-0.032820627	0.020712178	0.02163707	-0.063273296	0.004801625	0.02220459	0.09572825	-0.018864121	0.04895048	0.04924482	0.008797313	-0.0042971266
0.12544434	-0.01395805	0.019624349	0.09686872	0.018406939	0.03286239	-0.037313942	0.039189633	-0.026640289	0.018259734	0.06904394	-0.029450525	-0.010458468	0.10077961	0.044170555	-0.033627234
-0.02017184	0.007877054	0.05116677	0.075752415	0.05782737	0.02861907	0.03253104	-0.004257964	-0.02007159	-0.010777063	-0.07127374	0.006664134	-0.048884302	-0.03986351	0.08239484	-0.070513144
0.12654701	0.06040357	0.022171035	0.017465457	0.009948218	0.095811866	0.12679377	0.06388114	-0.00090466806	-0.029561993	0.0188087	-0.021109685	-0.046794724	-0.010169145	0.007188334	-0.022131832
0.033313777	0.01398099	0.025844032	0.10493015	0.04505476	-0.014679624	-0.00022354226	-0.031521015	0.009969882	0.0017913445	-0.09142636	0.005997641	0.06488368	0.011264368	0.096070126	-0.029112445
-0.00018599491	-0.014253563	0.06006883	0.015097968	0.064066425	0.008679003	0.0052732	-0.021752773	-0.033501714	0.04212424	0.032405358	-0.06196303	0.06978966	0.0005526402	0.03815615	-0.0053356243
0.051069893	-0.06411423	-0.0027921696	0.14015074	0.046087466	-0.017952329	-0.0038499092	-0.029779814	0.048551396	0.09682868	-0.010640854	0.04016598	0.0133249415	0.015970057	0.05766485	-0.06843991
-0.009937823	-0.006340134	-0.027759794	0.096014746	-0.032054547	0.024282195	0.07050401	0.03495441	-0.014859619	0.0557077	-0.058939505	-0.10024516	-0.08944443	0.06402805	0.06494797	0.012491772
0.022498026	-0.00071052194	0.061754275	0.13879655	-0.0033992373	0.09589559	-0.039441615	0.012507943	0.048503697	0.0068513127	0.10246188	0.10400503	-0.037864484	0.10693461	0.04428904	-0.046540126
0.01111538	-0.016823698	-0.036585778	0.13074942	-0.010109619	-0.056774788	-0.04030795	-0.01247751	0.033596713	0.016598044	0.020868942	0.033741128	-0.009538785	0.032812607	0.04411552	-0.016432561
0.019981109	0.018032504	-0.028538933	0.09352743	0.08825513	0.08155823	-0.0053548752	0.016097235	0.048729207	0.03341986	-0.034835014	0.057574265	-0.019565167	0.06709897	-0.0018451698	0.0021450564
-0.038490534	0.03857192	-0.073116995	-0.038158815	0.005813727	0.030666335	0.07934943	0.031409655	0.0107110925	0.056558114	0.003377685	-0.06015264	0.028371733	0.07140663	-0.022695297	-0.09710723
0.06285872	-0.06190557	-0.083387665	0.02681488	-0.01624058	0.025911229	-0.12773995	-0.04791446	0.05617394	-0.077456154	-0.045428883	0.037065938	0.057613175	-0.0731211	0.06561752	0.035808016
0.07866914	-0.021189017	0.03688164	0.0797232	-0.021539096	0.057062212	-0.011288909	0.07769614	0.044060003	0.08888345	-0.05232072	0.010733548	-0.06836876	-0.057461854	0.03666934	0.029208511
